Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
22,6,14/02/2018 02:31:40,426058,22,22,1992,2665,640,0,90.54545455,138.109938,976,0,121.1363636,258.6415603,10930.4367,103.2723244,9908.325581,28171.34005,155686,5,426018,20286.57143,45039.76841,192979,186,426050,20288.09524,44386.73885,155694,7,0,0,0,0,712,712,51.63616221,51.63616221,0,976,103.4888889,203.7496929,41513.93737,0,0,0,1,0,0,0,0,1,105.8409091,90.54545455,121.1363636,0,0,0,0,0,0,22,1992,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,372001,22,22,1976,2665,640,0,89.81818182,138.0336868,976,0,121.1363636,258.6415603,12475.77291,118.2792519,8651.186047,20979.15359,85179,2,371900,17709.52381,29667.70664,85179,271,371999,17714.2381,36367.75416,113209,30,0,0,0,0,712,712,59.13962597,59.13962597,0,976,103.1333333,203.7484635,41513.43636,0,0,0,1,0,0,0,0,1,105.4772727,89.81818182,121.1363636,0,0,0,0,0,0,22,1976,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,391708,22,22,1976,2665,640,0,89.81818182,138.0336868,976,0,121.1363636,258.6415603,11848.11135,112.3285713,9109.488372,20560.12704,87131,7,391508,18643.2381,31090.87515,89350,303,391684,18651.61905,36876.87827,126762,11,0,0,0,0,712,712,56.16428564,56.16428564,0,976,103.1333333,203.7484635,41513.43636,0,0,0,1,0,0,0,0,1,105.4772727,89.81818182,121.1363636,0,0,0,0,0,0,22,1976,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,385411,22,20,2008,2665,640,0,91.27272727,138.1821372,976,0,133.25,268.7712537,12124.71881,108.9745752,9400.268293,25106.85579,143712,5,385337,18349.38095,35873.2409,143712,262,385403,20284.36842,45226.02337,181465,9,0,0,0,0,712,648,57.08192034,51.89265485,0,976,108.6744186,207.2526318,42953.65338,0,0,0,1,0,0,0,0,0,111.2619048,91.27272727,133.25,0,0,0,0,0,0,22,2008,20,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:05,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:05,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,362643,22,22,1960,2665,640,0,89.09090909,137.9533769,976,0,121.1363636,258.6415603,12753.58962,121.3314472,8433.55814,19808.19562,90620,5,362146,17245.04762,27177.77404,90620,161,362627,17267.95238,33394.98824,105189,13,0,0,0,0,712,712,60.66572359,60.66572359,0,976,102.7777778,203.7465994,41512.67677,0,0,0,1,0,0,0,0,1,105.1136364,89.09090909,121.1363636,0,0,0,0,0,0,22,1960,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,409831,22,22,1960,2665,640,0,89.09090909,137.9533769,976,0,121.1363636,258.6415603,11285.13948,107.361327,9530.953488,23659.46222,91978,6,409790,19513.80952,32153.34828,91978,114,409823,19515.38095,41339.60939,132024,7,0,0,0,0,712,712,53.68066349,53.68066349,0,976,102.7777778,203.7465994,41512.67677,0,0,0,1,0,0,0,0,1,105.1136364,89.09090909,121.1363636,0,0,0,0,0,0,22,1960,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,7,1,1,0,0,0,0,0,0,0,0,0,0,0,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,142857.1429,142857.1429,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:05,7,1,1,0,0,0,0,0,0,0,0,0,0,0,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,142857.1429,142857.1429,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:05,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,14,1,1,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,71428.57143,71428.57143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:18:06,4,1,1,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,250000,250000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,374002,25,22,1976,2665,640,0,79.04,132.5105279,976,0,121.1363636,258.6415603,12409.02455,125.6677772,8130.478261,16018.24446,68550,3,373944,15581,20478.27923,68550,228,373993,17809.19048,30835.61972,106625,7,0,0,0,0,808,712,66.84456233,58.82321485,0,976,96.6875,198.746407,39500.13431,0,0,0,1,0,0,0,0,0,98.74468085,79.04,121.1363636,0,0,0,0,0,0,25,1976,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,375123,26,20,1976,2665,640,0,76,130.7553441,976,0,133.25,268.7712537,12371.942,122.6264452,8336.066667,15084.47258,60173,5,373884,14955.36,18139.60518,60173,257,375101,19742.15789,29737.367,96514,9,0,0,0,0,840,648,69.31059946,53.31584574,0,976,98.74468085,200.3778461,40151.28122,0,0,0,1,0,0,0,0,0,100.8913043,76,133.25,0,0,0,0,0,0,26,1976,20,2665,26883,230,16,32,0,0,0,0,0,0,0,0
22,6,14/02/2018 02:31:40,368920,24,22,1960,2665,640,0,81.66666667,134.1973455,976,0,121.1363636,258.6415603,12536.5933,124.6882793,8198.222222,16032.88711,65146,2,368872,16037.91304,19780.48976,65146,246,368915,17567.38095,31428.28261,101767,11,0,0,0,0,776,712,65.05475442,59.63352488,0,976,98.40425532,200.368428,40147.50694,0,0,0,1,0,0,0,0,0,100.5434783,81.66666667,121.1363636,0,0,0,0,0,0,24,1960,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0
